x,y
0.0,10.0
0.13513513513513514,10.0
0.2702702702702703,9.04970500815124
0.40540540540540543,9.826848291755597
0.5405405405405406,9.75253193275814
0.6756756756756757,8.609972906297957
0.8108108108108109,10.0
0.945945945945946,9.527886974965842
1.0810810810810811,7.727615421716271
1.2162162162162162,9.440337392417614
1.3513513513513513,7.673966978421328
1.4864864864864866,9.300598117255966
1.6216216216216217,9.536973957385783
1.7567567567567568,7.422560924891533
1.891891891891892,9.071484237352431
2.027027027027027,8.38575389990947
2.1621621621621623,8.659897997832328
2.2972972972972974,9.59949568535665
2.4324324324324325,7.322179451564697
2.5675675675675675,6.678696268074943
2.7027027027027026,6.407782867671774
2.837837837837838,6.346351877196723
2.9729729729729732,6.949925317612922
3.1081081081081083,7.2330438667085355
3.2432432432432434,7.0334475560867755
3.3783783783783785,7.448804870657645
3.5135135135135136,6.499488378364393
3.6486486486486487,7.804885428508667
3.783783783783784,5.951559382978259
3.9189189189189193,8.8012502476707
4.054054054054054,6.571613293710952
4.1891891891891895,4.953653254394528
4.324324324324325,4.604783177614563
4.45945945945946,6.0230129557837255
4.594594594594595,5.181942620079554
4.72972972972973,5.984270764362362
4.864864864864865,5.60837275970868
5.0,4.927171087343127
5.135135135135135,4.01807114679646
5.27027027027027,3.214882505043865
5.405405405405405,4.148079642527573
5.540540540540541,5.315858253782931
5.675675675675676,4.538418068454527
5.810810810810811,2.9434504104772006
5.9459459459459465,4.227234979905235
6.081081081081082,4.304236298647755
6.216216216216217,2.8999263475826504
6.351351351351352,3.8023737545941763
6.486486486486487,3.571722231959513
6.621621621621622,2.2354080805477548
6.756756756756757,3.6010306035915263
6.891891891891892,3.668892634476342
7.027027027027027,4.05602421614825
7.162162162162162,3.8916398898727405
7.297297297297297,1.3250333347456116
7.4324324324324325,1.6297425276524447
7.567567567567568,2.9474676996410913
7.7027027027027035,2.8110832482095054
7.837837837837839,2.6772098484682094
7.972972972972974,5.879758517681747
8.108108108108109,2.4627824025850584
8.243243243243244,2.892322396937355
8.378378378378379,2.5756233851148234
8.513513513513514,2.1378777377922837
8.64864864864865,1.0360821067110053
8.783783783783784,1.9751854367094832
8.91891891891892,0.3082558665435089
9.054054054054054,0.7091273392059367
9.18918918918919,0.32544726298170706
9.324324324324325,0.757549815061998
9.45945945945946,2.855199107214049
9.594594594594595,0.0
9.72972972972973,0.9565304606447836
9.864864864864865,0.0
10.0,0.0
