x,y
0.0,2.465304874223901
0.13513513513513514,5.7716683004683835
0.2702702702702703,4.420738065530758
0.40540540540540543,8.460686947516425
0.5405405405405406,2.491511537397805
0.6756756756756757,2.4556914507735828
0.8108108108108109,2.963376871274118
0.945945945945946,0.0
1.0810810810810811,3.164706172854694
1.2162162162162162,2.724977920135847
1.3513513513513513,4.571057843222685
1.4864864864864866,4.9808092488516165
1.6216216216216217,8.076666002756097
1.7567567567567568,6.252199027723452
1.891891891891892,3.2245710670535717
2.027027027027027,2.608576062708689
2.1621621621621623,5.416270775445444
2.2972972972972974,1.8189930454181753
2.4324324324324325,8.149404018195195
2.5675675675675675,6.872393754956088
2.7027027027027026,3.6021892363311308
2.837837837837838,1.1412985093858126
2.9729729729729732,7.30233934292542
3.1081081081081083,4.392541931116386
3.2432432432432434,7.124281272595573
3.3783783783783785,1.4868203580869412
3.5135135135135136,3.503952656795157
3.6486486486486487,4.740217129166096
3.783783783783784,4.850717944286241
3.9189189189189193,3.883652840825297
4.054054054054054,6.056510675505808
4.1891891891891895,2.702596979072649
4.324324324324325,4.580105894822278
4.45945945945946,5.13248315531569
4.594594594594595,5.947796587036417
4.72972972972973,6.369175702123725
4.864864864864865,2.7236887892972343
5.0,1.9317716585287554
5.135135135135135,7.582380670824046
5.27027027027027,5.718682078013238
5.405405405405405,3.5841080079679735
5.540540540540541,8.210412059153155
5.675675675675676,5.366484403720852
5.810810810810811,7.520756530289815
5.9459459459459465,5.324226152009407
6.081081081081082,9.337712065980192
6.216216216216217,8.753924928129653
6.351351351351352,4.772341973312123
6.486486486486487,7.240439199206008
6.621621621621622,6.615076223494619
6.756756756756757,8.088614466416049
6.891891891891892,3.44853145721817
7.027027027027027,6.777508325402284
7.162162162162162,7.549281406131608
7.297297297297297,1.941980486613231
7.4324324324324325,3.1199694611549367
7.567567567567568,1.435049157993313
7.7027027027027035,5.0017268716514245
7.837837837837839,7.002652079159493
7.972972972972974,8.59930869878665
8.108108108108109,5.769811182461172
8.243243243243244,8.905879739791233
8.378378378378379,2.9154727592458927
8.513513513513514,2.2959378239923933
8.64864864864865,5.618634331936493
8.783783783783784,6.524887654635371
8.91891891891892,5.718394287595598
9.054054054054054,1.6759266107310573
9.18918918918919,5.659597758812261
9.324324324324325,3.2559258638551585
9.45945945945946,7.231236989551969
9.594594594594595,6.652115411112616
9.72972972972973,4.066186373291235
9.864864864864865,4.945239138299586
10.0,3.881572956222097
