x,y
0.0,2.496714153011233
0.13513513513513514,1.929303266396383
0.2702702702702703,2.7828236732358276
0.40540540540540543,3.725732559110728
0.5405405405405406,2.036116895546934
0.6756756756756757,2.103700880888657
0.8108108108108109,3.9846182209127967
0.945945945945946,3.2404077021258817
1.0810810810810811,2.0710661546055884
1.2162162162162162,3.1506681516940724
1.3513513513513513,2.212257982863213
1.4864864864864866,2.2775134896729865
1.6216216216216217,3.052773082376845
1.7567567567567568,0.9650981337205806
1.891891891891892,1.2210281134329133
2.027027027027027,2.451225984272541
2.1621621621621623,2.068249960746657
2.2972972972972974,3.4628959812439226
2.4324324324324325,2.3081921406950054
2.5675675675675675,1.8714800824484923
2.7027027027027026,4.817000120272906
2.837837837837838,3.1931426184323835
2.9729729729729732,3.5540146911744106
3.1081081081081083,2.1293058678405976
3.2432432432432434,3.0772388970964393
3.3783783783783785,3.8001117788990557
3.5135135135135136,2.6057631793344544
3.6486486486486487,4.200022342669996
3.783783783783784,3.2912532019730874
3.9189189189189193,3.667765709666183
4.054054054054054,3.42532041479763
4.1891891891891895,5.946872779103533
4.324324324324325,4.148664937424228
4.45945945945946,3.1720188007738295
4.594594594594595,5.1198422094004865
4.72972972972973,3.1440212148938427
4.864864864864865,4.641296027437188
5.0,2.540329876120224
5.135135135135135,3.239381518669137
5.27027027027027,4.831996371004259
5.405405405405405,5.441169282698113
5.540540540540541,4.94163855146024
5.675675675675676,4.7221895554495985
5.810810810810811,4.6043017098161165
5.9459459459459465,3.4944509826055463
6.081081081081082,4.320696332145832
6.216216216216217,4.647469337148321
6.351351351351352,6.232797901894591
6.486486486486487,5.586861532811705
6.621621621621622,3.5477706554480766
6.756756756756757,5.702462347773174
6.891891891891892,5.060863665529629
7.027027027027027,4.836591513207555
7.162162162162162,6.1927573699219485
7.297297297297297,6.6796481711446
7.4324324324324325,6.647496335332415
7.567567567567568,4.944566260561146
7.7027027027027035,5.542138975500137
7.837837837837839,6.250182350322484
7.972972972972974,6.962031613608846
8.108108108108109,5.574879816208765
8.243243243243244,5.9359626449578045
8.378378378378379,5.082854215183161
8.513513513513514,5.060550132676086
8.64864864864865,7.136850146718523
8.783783783783784,7.748131920462715
8.91891891891892,6.387449337879126
9.054054054054054,7.530559924919052
9.18918918918919,6.956230619642229
9.324324324324325,6.017042407557038
9.45945945945946,7.091125335238144
9.594594594594595,8.335333863763267
9.72972972972973,6.829038825754913
9.864864864864865,8.49707608824644
10.0,4.380254895910255
